stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.428075,,-80.495826,3082,,,,Stirling / Southmoor,0,
43.399326,,-80.476207,1797_merged_99830132,,,,640 Trillium Dr.,0,
43.473515,,-80.541776,3699_merged_99830175,,,,U.W. - Davis Centre,0,
43.434604,,-80.479944,2932_merged_99830157,,,,409 Mill St.,0,
43.56113,,-80.558683,3885,,,,Arthur / Rail Tracks,0,
43.561598,,-80.558679,3884,,,,Arthur / Rail Tracks,0,
43.483457,,-80.526639,3887,,,,King / Columbia,0,
43.503792,,-80.545073,3886,,,,Randall / Kumpf,0,
43.43923,,-80.554021,3880,,,,University / Portsmouth,0,
43.436803,,-80.559624,3883,,,,Ira Needles / University,0,
43.49834,,-80.524049,3882,,,,Davenport / Conestoga Mall,0,
43.419045,,-80.325023,3889,,place_HIT,,Holiday Inn / Groh,0,
43.385262,,-80.397721,3888,,,,Conestoga College Cambridge Campus,0,
43.449629,,-80.493299,place_CST,,,,Charles St. Terminal,1,
43.473929,,-80.546237,2519_merged_99830032,,,,U.W. - B.C. Matthews Hall,0,
43.399551,,-80.484158,3724_merged_99830176,,,,825 Trillium Dr,0,
43.475602,,-80.500352,place_BCI,,,,Bluevale CI,1,
43.467787,,-80.543587,2516_merged_99830034,,,,U.W. - Environment 2,0,
43.500876,,-80.538663,1226_merged_99830055,,,,Colby / Colby Dr.,0,
43.379262,,-80.306737,4008,,,,Elgin / Avenue,0,
43.378338,,-80.31171,4009,,,,Avenue / Gail,0,
43.48801,,-80.550249,1183_merged_99830171,,,,Cedarbrae/Heasley Pk. Trail,0,
43.435744,,-80.560695,4000,,place_TBW,,The Boardwalk Terminal,0,
43.435392,,-80.560344,4001,,place_TBW,,The Boardwalk Terminal,0,
43.435186,,-80.560761,4002,,place_TBW,,The Boardwalk Terminal,0,
43.446823,,-80.475909,2649_merged_99830294,,,,Weber / Fairview Ave,0,
43.498398,,-80.529367,4005,,place_CML,,Conestoga Mall Terminal,0,
43.384938,,-80.302747,4006,,,,Glamis / Northview Heights,0,
43.382671,,-80.304612,4007,,,,Glamis / Carter,0,
43.412825,,-80.301278,3971,,,,Pinebush / Balmoral,0,
43.411792,,-80.307737,3970,,,,Pinebush / Franklin,0,
43.415289,,-80.287601,3973,,,,Pinebush / Thompson,0,
43.413894,,-80.295016,3972,,,,Pinebush / Fleming,0,
43.411094,,-80.289218,3975,,,,Thompson / Lingard,0,
43.414009,,-80.286034,3974,,,,Thompson / Pinebush,0,
43.40901,,-80.292985,3977,,,,Fleming / Sheldon,0,
43.410219,,-80.293354,3976,,,,Fleming / Thompson,0,
43.407352,,-80.300069,3979,,,,Sheldon / Balmoral,0,
43.407977,,-80.296344,3978,,,,Sheldon / Thompson,0,
43.479246,,-80.549597,3629,,,,R & T Park,0,
43.48935,,-80.545404,3628,,,,Mccormick,0,
43.475766,,-80.526365,3621,,place_KUN,,University / King,0,
43.475123,,-80.527557,3620,,,,Laurier,0,
43.480084,,-80.531909,3623,,,,Hazel / Columbia,0,
43.487015,,-80.518239,3622,,,,Lexington / Dearborn,0,
43.489252,,-80.545627,3627,,,,Mccormick,0,
43.464084,,-80.464312,2330,,,,River / Victoria,0,
43.44199,,-80.492473,3070,,,,Mill / Iron Horse Trail,0,
43.465442,,-80.459998,2332,,,,Victoria / Frederick,0,
43.46624,,-80.457432,2333,,,,Victoria / Frederick,0,
43.467375,,-80.453824,2335,,,,Victoria / Forfar,0,
43.468414,,-80.450675,2336,,,,Victoria / Natchez,0,
43.44018,,-80.490535,3071,,,,Mill / Lansdowne,0,
43.47066,,-80.44409,2338,,,,Victoria / Smetana,0,
43.470941,,-80.440885,2339,,,,Lackner / Victoria,0,
43.439004,,-80.491225,3072,,,,Spadina / Wentworth,0,
43.438939,,-80.492758,3073,,,,Spadina / Highland,0,
43.453844,,-80.549328,1995,,,,Erb / Roosevelt,0,
43.436152,,-80.491731,3074,,,,Stirling / Highland,0,
43.435298,,-80.494098,3075,,,,Stirling / Lorne,0,
43.439272,,-80.461306,3715,,place_ECI,,Eastwood S.S.,0,
43.4564,,-80.50978,3714,,place_KCI,,Kitchener C.I.,0,
43.434127,,-80.49606,3076,,,,Stirling / Mausser,0,
43.449085,,-80.492463,2556_merged_99830085,,place_CST,,Charles St. Terminal,0,
43.432894,,-80.496144,3077,,,,Stirling / Lakeside Park,0,
43.463755,,-80.522108,3719,,place_KWS,,Uptown Waterloo,0,
43.42923,,-80.496409,3078,,,,Stirling / Greenbrook,0,
43.404695,,-80.310337,3547_merged_99830287,,,,180 Sheldon Dr,0,
43.428332,,-80.494897,3079,,,,Southmoor / Yager,0,
43.464429,,-80.490579,2488,,,,Guelph / St. Leger,0,
43.463878,,-80.492129,2489,,,,Guelph / Crestwood,0,
43.465637,,-80.48487,2486,,,,Guelph / Englewood,0,
43.406871,,-80.496088,2950,,,,Erinbrook / Ridgeway,0,
43.467,,-80.479542,2484,,,,Maple / Guelph,0,
43.466146,,-80.481973,2485,,,,Guelph / Clifton,0,
43.471424,,-80.482125,2482,,,,Maple / Union,0,
43.468815,,-80.480738,2483,,,,Maple / Arnold,0,
43.471206,,-80.485812,2480,,,,Union / Bond,0,
43.409109,,-80.497255,2951,,,,Tillsley / Erinbrook,0,
43.445497,,-80.527034,3252,,,,Inwood / Westwood,0,
43.352674,,-80.323587,2248,,,,St. Andrews / Cedar,0,
43.354054,,-80.308949,2244,,,,Centre / Concession,0,
43.358501,,-80.317624,2245,,,,Grand / South Square,0,
43.356541,,-80.318213,2246,,,,St. Andrews / George,0,
43.354429,,-80.321976,2247,,,,St. Andrews / Fraser,0,
43.348709,,-80.311033,2240,,,,Albert / Ballantyne,0,
43.349487,,-80.307076,2241,,,,Ballantyne / Mckay,0,
43.350929,,-80.307393,2242,,,,Mckay / South,0,
43.3528,,-80.308581,2243,,,,Centre / Elliott,0,
43.460775,,-80.498966,2464,,,,Weber / Blucher,0,
43.462141,,-80.500438,2465,,,,Weber / Raitar,0,
43.464397,,-80.503708,2466,,,,Weber / Roger,0,
43.465518,,-80.504626,2467,,,,Union / Weber,0,
43.435722,,-80.451453,place_WSS,,,,Weber/Sunnyside School,1,
43.454273,,-80.492667,2461,,,,Weber / Water,0,
43.456966,,-80.495042,2462,,,,Weber / Wellington,0,
43.459245,,-80.497285,2463,,,,Weber / Wilhelm,0,
43.449293,,-80.442333,2381_merged_99830102,,,,Holborn / Holborn Ct.,0,
43.46606,,-80.503027,2468,,,,Union / Ellis,0,
43.467083,,-80.500163,2469,,,,Union / Margaret,0,
43.417411,,-80.303177,3409,,,,Jamieson / Commerce,0,
43.418161,,-80.308171,3408,,,,Jamieson / Woodland Plaza,0,
43.392085,,-80.432597,1825_merged_99830070,,,,Old Carriage Crt.,0,
43.485102,,-80.559669,1188,,,,Toll Gate / Highpoint,0,
43.449074,,-80.49187,2549_merged_99830100,,place_CST,,Charles St. Terminal,0,
43.486709,,-80.563096,1189,,,,Highpoint / Dogwood,0,
43.450159,,-80.515751,2765_merged_99830270,,,,564 Belmont Ave,0,
43.4976,,-80.550463,2068,,,,Weber / Northfield,0,
43.502236,,-80.55696,2069,,,,Northlake / Black Forest,0,
43.486153,,-80.559081,1187,,,,Toll Gate / Dogwood,0,
43.504277,,-80.538006,2060,,,,Wyman / Colby,0,
43.479191,,-80.507766,2793,,,,Lincoln / Mayfield,0,
43.509374,,-80.536049,2062,,,,Bathurst / Rupert,0,
43.510354,,-80.533357,2063,,,,Bathurst / Rankin,0,
43.510793,,-80.53078,2064,,,,Mcmurray / Bathurst,0,
43.485674,,-80.551714,1184,,,,Cedarbrae / Glen Forrest,0,
43.48201,,-80.505814,2794,,,,Lincoln / Bluevale,0,
43.483323,,-80.507621,2795,,,,Lincoln / University,0,
43.48704,,-80.555426,1185,,,,Glen Forrest / Brookhaven,0,
43.489819,,-80.547738,1182,,,,Cedarbrae / Sprucehill,0,
43.435157,,-80.560442,3908_merged_99830228,,place_TBW,,The Boardwalk Terminal,0,
43.444116,,-80.532791,3255,,,,Westwood / Huntington,0,
43.402653,,-80.469423,1843_merged_99830106,,,,1455 Strasburg Rd.,0,
43.449169,,-80.49208,2551_merged_99830245,,place_CST,,Charles Street Terminal,0,
43.445207,,-80.479099,3579,,,,King / Pandora,0,
43.449699,,-80.480828,3578,,,,Krug / Lancaster,0,
43.451182,,-80.486142,3575,,,,Frederick / Weber,0,
43.455042,,-80.446977,3574,,,,River / Gibson,0,
43.442505,,-80.535164,3256,,,,Westwood / Gallarno,0,
43.47526,,-80.42921,3571,,,,Centennial / Victoria,0,
43.439831,,-80.42093,3570,,,,Fairway / Briarmeadow,0,
43.473136,,-80.436785,3573,,,,Forwell / Victoria,0,
43.473058,,-80.430109,3572,,,,Centennial / Centennial,0,
43.472252,,-80.514858,2666,,,,Weber / Mackay,0,
43.47498,,-80.517111,2667,,,,Weber / Marshall,0,
43.469185,,-80.511445,2664,,,,Weber / Royal,0,
43.471093,,-80.513507,2665,,,,Weber / Lincoln,0,
43.467191,,-80.508395,2662,,,,Weber / Cornwall,0,
43.46788,,-80.509539,2663,,,,Weber / Allen,0,
43.465457,,-80.50522,2660,,,,Union / Weber,0,
43.466429,,-80.507116,2661,,,,Weber / Bristol,0,
43.427884,,-80.53792,3137_merged_99830124,,,,Bankside / Bankside Pk.,0,
43.473481,,-80.515911,2668,,,,Weber / Noecker,0,
43.359238,,-80.31142,1605_merged_99830037,,,,Wellington / Wellington S,0,
43.449028,,-80.491685,2548_merged_99830101,,place_CST,,Charles St. Terminal,0,
43.422436,,-80.487324,2938,,,,Strasburg / Ottawa,0,
43.420889,,-80.485632,2939,,,,Strasburg / Barwood,0,
43.427096,,-80.482232,2936,,,,Ottawa / Homer Watson,0,
43.425096,,-80.484077,2937,,,,Ottawa / Alpine,0,
43.431964,,-80.479534,2934,,,,Ottawa / Hoffman,0,
43.429704,,-80.481592,2935,,,,Ottawa / Kehl,0,
43.434168,,-80.479021,2933,,,,Mill / Ottawa,0,
43.4361,,-80.486097,2930,,,,Mill / Heiman,0,
43.435068,,-80.482905,2931,,,,Mill / Borden,0,
43.507743,,-80.49739,3751_merged_99830029,,,,University / Woolwich Pl.,0,
43.498071,,-80.528653,3799,,place_CML,,Conestoga Mall Terminal,0,
43.498181,,-80.529283,3798,,place_CML,,Conestoga Mall Terminal,0,
43.425748,,-80.422584,1644,,,,King / Hofstetter,0,
43.426025,,-80.413402,1647,,,,Freeport Health Centre,0,
43.428266,,-80.431097,1646,,,,King / Fairway,0,
43.420106,,-80.409272,1641,,,,King / Riverbank,0,
43.410727,,-80.399593,1640,,,,King / Deer Ridge,0,
43.425275,,-80.419994,1643,,,,King / River,0,
43.424092,,-80.412272,1642,,,,Freeport Health Centre,0,
43.429984,,-80.416379,1649,,,,Path To Morrison Park,0,
43.427849,,-80.41446,1648,,,,Morrison / Grand River,0,
43.414159,,-80.478883,place_FGP,,,,Forest Glen Terminal,1,
43.485198,,-80.529445,3712_merged_99830151,,place_SDS,,St David C.S.S. 6,0,
43.370565,,-80.337225,3796,,,,Bismark / Devils Creek,0,
43.497121,,-80.52114,2808,,,,Davenport / Kingscourt,0,
43.500217,,-80.529489,2809,,,,Kraus / Conestogo,0,
43.439247,,-80.535585,3169,,,,Fischer-Hallman / Stoke,0,
43.443524,,-80.544697,3167,,,,Fischer-Hallman / University,0,
43.479135,,-80.428061,3164,,,,Shirley / Riverview,0,
43.448562,,-80.550307,3165,,,,Fischer-Hallman / Thorndale,0,
43.457856,,-80.557655,3162,,,,Fischer-Hallman / Keats,0,
43.477915,,-80.43078,3163,,,,Shirley / Crestview,0,
43.458186,,-80.554587,3160,,,,Keats Way / Candlewood,0,
43.494325,,-80.513543,2805,,,,Davenport / Foxhunt,0,
43.398627,,-80.341093,1421,,,,Langs / Walter,0,
43.39814,,-80.344025,1420,,,,Langs / Concession,0,
43.399619,,-80.335204,1423,,,,Langs / Trico,0,
43.399106,,-80.338223,1422,,,,Langs / Valentine,0,
43.416884,,-80.541104,3368,,,,Driftwood / Highview,0,
43.415822,,-80.541186,3369,,,,Driftwood / Old Forest,0,
43.400754,,-80.325905,1426,,,,Hespeler / Langs,0,
43.422476,,-80.545559,3364,,,,Rolling Meadows / Newbury,0,
43.420037,,-80.548319,3365,,,,Rolling Meadows / Newbury,0,
43.418334,,-80.545577,3366,,,,Rolling Meadows / Trailwood,0,
43.417702,,-80.543124,3367,,,,Rolling Meadow / Meadow Wood,0,
43.428286,,-80.530529,3360,,,,Westheights / Blackwell,0,
43.426211,,-80.540688,3361,,,,Path To Bankside,0,
43.424612,,-80.543937,3362,,,,Westheights / Highland,0,
43.422691,,-80.543197,3363,,,,Rolling Meadows / Westheights,0,
43.350914,,-80.316845,2157,,,,Crombie / Grand,0,
43.453469,,-80.470228,2402,,,,Krug / Melrose,0,
43.452687,,-80.472558,2403,,,,Krug / East,0,
43.383199,,-80.317507,1359,,,,Munch / Sekura,0,
43.391324,,-80.315033,1358,,,,Dunbar / Conestoga,0,
43.454294,,-80.467711,2400,,,,Krug / Becker,0,
43.435069,,-80.51623,3176_merged_99830170,,,,Highland / Highland Crescent,0,
43.396155,,-80.289171,1352,,,,Essex Point / Burnett,0,
43.398099,,-80.306073,1351,,,,1625 Bishop,0,
43.453841,,-80.469025,2401,,,,Krug / Dumfries,0,
43.393904,,-80.303854,1357,,,,Can-Amera / Franklin,0,
43.384786,,-80.29057,1355,,,,Burnett / Benn,0,
43.394513,,-80.294536,1354,,,,Green Vista / Whittaker,0,
43.46671,,-80.455932,2334_merged_99830313,,,,1151 Victoria St,0,
43.448903,,-80.491995,2708_merged_99830067,,place_CST,,Charles St. Terminal,0,
43.357275,,-80.31296,1519,,place_AST,,Ainslie Street Terminal,0,
43.3574,,-80.312823,1518,,place_AST,,Ainslie Street Terminal,0,
43.357656,,-80.313462,1514,,place_AST,,Ainslie Street Terminal,0,
43.35758,,-80.312759,1517,,place_AST,,Ainslie Street Terminal,0,
43.357617,,-80.312981,1516,,place_AST,,Ainslie Street Terminal,0,
43.35717,,-80.313529,1511,,place_AST,,Ainslie Street Terminal,0,
43.354863,,-80.307126,1510,,,,Concession / Cameron,0,
43.357494,,-80.313488,1513,,place_AST,,Ainslie Street Terminal,0,
43.357332,,-80.313503,1512,,place_AST,,Ainslie Street Terminal,0,
43.506055,,-80.527997,1209_merged_99830259,,,,151 Frobisher Dr,0,
43.338886,,-80.332413,2256_merged_99830167,,,,Stirling Macgregor,0,
43.416807,,-80.501169,3184,,,,Westmount / Laurentian,0,
43.41276,,-80.500214,3185,,,,Westmount / Williamsburg,0,
43.41176,,-80.496146,3186,,,,Path To Killarney,0,
43.41608,,-80.479423,3187,,,,Block Line / Strasburg,0,
43.430264,,-80.508558,3180,,,,Westmount / Forest Hill,0,
43.425268,,-80.504522,3181,,,,Westmount / Stonybrook,0,
43.420638,,-80.502089,3182,,,,Westmount / Ottawa,0,
43.419304,,-80.501742,3183,,,,Westmount / Ottawa,0,
43.411799,,-80.496665,3188,,,,Path To Killarney,0,
43.411485,,-80.498977,3189,,,,Block Line / Westmount,0,
43.40414,,-80.284508,3397,,,,Coulthard / Baintree,0,
43.449339,,-80.492918,2710_merged_99830214,,place_CST,,Charles Street Terminal,0,
43.396499,,-80.329768,1323_merged_99830126,,,,1367 Industrial Rd.,0,
43.460465,,-80.582531,4018,,,,Columbia / Salzburg,0,
43.463893,,-80.576576,4013,,,,Columbia / Cavendish,0,
43.461946,,-80.581186,4012,,,,Columbia / Erbsville,0,
43.471842,,-80.433607,4011,,,,Centennial / Forwell,0,
43.377607,,-80.31599,4010,,,,Avenue / Blain,0,
43.460368,,-80.582848,4017,,,,Columbia / Salzburg,0,
43.509082,,-80.517909,4016,,,,Bridge / Chesapeake,0,
43.47029,,-80.594731,4014,,,,Laurelwood / Blue Beech,0,
43.413731,,-80.286112,3988,,,,Thompson / Pinebush,0,
43.41509,,-80.287479,3989,,,,Pinebush / Thompson,0,
43.402917,,-80.318694,3984,,,,Sheldon / Conestoga,0,
43.396688,,-80.317504,3986,,,,Conestoga / Bishop,0,
43.411341,,-80.288524,3987,,,,Thompson / Lingard,0,
43.406447,,-80.305328,3980,,,,Sheldon / Franklin,0,
43.404783,,-80.309978,3981,,,,Sheldon / Wolseley,0,
43.403095,,-80.312307,3982,,,,Sheldon / Wolseley,0,
43.402951,,-80.315309,3983,,,,Sheldon / Corydon,0,
43.336574,,-80.301092,3612,,,,Langlaw / Schroeder,0,
43.400305,,-80.31855,1340_merged_99830308,,,,500 Conestoga Blvd,0,
43.457829,,-80.482625,2323,,,,Queen / Lancaster,0,
43.456762,,-80.483499,2322,,,,Queen / St. Leger,0,
43.454654,,-80.485309,2321,,,,Queen / Margaret,0,
43.453209,,-80.486397,2320,,,,Queen / Ahrens,0,
43.392407,,-80.339159,2327,,,,Bishop / Mary,0,
43.460323,,-80.476608,2326,,,,Victoria / Indiana,0,
43.459703,,-80.478789,2325,,,,Victoria / Filbert,0,
43.45917,,-80.480413,2324,,,,Victoria / Chestnut,0,
43.462389,,-80.461843,2329,,,,River / Frederick,0,
43.458678,,-80.473347,2328,,,,Edna / Frederick,0,
43.391622,,-80.344256,1445,,,,Bishop / Pineview,0,
43.47273,,-80.547989,2518_merged_99830196,,,,U.W. -  University Club,0,
43.441316,,-80.484767,3618,,,,Courtland / Stirling,0,
43.390526,,-80.346379,1444,,,,Bishop / Duke,0,
43.475233,,-80.527903,3619,,,,Laurier,0,
43.468554,,-80.567133,1115,,,,Fischer-Hallman / Columbia,0,
43.470677,,-80.568997,1114,,,,Fischer-Hallman / Gatestone,0,
43.509912,,-80.52449,3760,,,,Frobisher / Superior,0,
43.517319,,-80.502299,3765,,,,R.I.M. Park,0,
43.510688,,-80.497752,3766,,,,University / New Bedford,0,
43.498486,,-80.504554,3768,,,,Lexington / Bridge,0,
43.490483,,-80.516443,3769,,,,Lexington / Dearborn,0,
43.467987,,-80.564974,1116,,,,Columbia / Fischer-Hallman,0,
43.402212,,-80.459795,1792,,,,Trillium / Steckle,0,
43.448857,,-80.491822,2711_merged_99830050,,place_CST,,Charles St. Terminal,0,
43.457211,,-80.4953,2499,,,,Weber / Wellington,0,
43.46361,,-80.521936,place_KWW,,,,King/Willis Way,1,
43.449296,,-80.501446,3225,,,,Victoria / Michael,0,
43.450159,,-80.515751,2765_merged_99830105,,,,564 Belmont Ave.,0,
43.463264,,-80.493902,2490,,,,Guelph / Margaret,0,
43.466329,,-80.502765,2493,,,,Union / Ellis,0,
43.467219,,-80.50031,2492,,,,Union / Margaret,0,
43.46254,,-80.50109,2495,,,,Weber / Raitar,0,
43.464317,,-80.503882,2494,,,,Weber / Roger,0,
43.460332,,-80.498648,2497,,,,Weber / Blucher,0,
43.461463,,-80.499912,2496,,,,Weber / Guelph,0,
43.449401,,-80.492683,2552_merged_99830246,,place_CST,,Charles Street Terminal,0,
43.419574,,-80.409178,1566,,,,King / Riverbank,0,
43.340007,,-80.327083,2259,,,,Culham / Ridgewood,0,
43.339546,,-80.329766,2258,,,,Culham / Ridgewood,0,
43.336472,,-80.330737,2257,,,,Grand Ridge / Oak Hill,0,
43.463791,,-80.521996,place_KWS,,,,King/Waterloo Square,1,
43.340733,,-80.334144,2255,,,,Grand Ridge / St. Andrews,0,
43.341554,,-80.335961,2254,,,,Grand Ridge / Mark,0,
43.342923,,-80.337526,2253,,,,Wedgewood / Grand Ridge,0,
43.456108,,-80.508732,place_KCI,,,,Kitchener CI,1,
43.346465,,-80.335106,2251,,,,Southwood / Westwood,0,
43.349759,,-80.336217,2250,,,,Southwood / Cedar,0,
43.469392,,-80.492837,2477,,,,St. Leger / Union,0,
43.46773,,-80.491812,2476,,,,St. Leger / Prueter,0,
43.466123,,-80.490837,2475,,,,St. Leger / Fairfield,0,
43.44822,,-80.502604,3224,,,,Victoria / Park,0,
43.464001,,-80.491398,2473,,,,Guelph / Floyd,0,
43.463357,,-80.494569,2472,,,,Margaret / Guelph,0,
43.465068,,-80.496433,2471,,,,Margaret / Fairfield,0,
43.404084,,-80.448367,1704_merged_99830044,,,,421 Manitou Dr.,0,
43.471212,,-80.487122,2479,,,,Union / Oxford,0,
43.470969,,-80.489238,2478,,,,Union / Boehmer,0,
43.461165,,-80.538334,2777_merged_99830089,,,,Westmount / Westmount Place,0,
43.475826,,-80.52545,2785,,place_KUN,,University / King,0,
43.450873,,-80.499678,3227,,,,Victoria / Joseph,0,
43.477642,,-80.520527,2787,,,,University / Weber,0,
43.476663,,-80.52328,2786,,,,University / Regina,0,
43.468929,,-80.538844,2781,,,,University / Seagram,0,
43.466126,,-80.540287,2780,,,,University / Ring Road,0,
43.474126,,-80.53031,2783,,,,University / Hemlock,0,
43.479299,,-80.516198,2788,,,,Conestoga College,0,
43.49459,,-80.568431,2079,,,,Conservation / Westmount,0,
43.49663,,-80.572078,2078,,,,Lake Louise / Osprey,0,
43.495616,,-80.566012,2073,,,,Northlake / Conservation,0,
43.49762,,-80.567247,2072,,,,Northlake / Burning Bush,0,
43.498976,,-80.564022,2071,,,,Northlake / Twinflower,0,
43.501212,,-80.559899,2070,,,,Northlake / Fern,0,
43.494614,,-80.577225,2077,,,,Lake Louise / Glacier,0,
43.492774,,-80.573985,2075,,,,Conservation / Coldstream,0,
43.494306,,-80.569658,2074,,,,Conservation / Westmount,0,
43.423075,,-80.44114,place_FVM,,,,Fairview Park,1,
43.449028,,-80.491685,2548_merged_99830266,,place_CST,,Charles Street Terminal,0,
43.44975,,-80.438213,3508,,,,Old Chicopee / Conway,0,
43.436766,,-80.430993,3502,,,,Kinzie / River,0,
43.439996,,-80.432236,3503,,,,Old Chicopee / Bancroft,0,
43.44308,,-80.43128,3504,,,,Old Chicopee / Daimler,0,
43.44564,,-80.433654,3505,,,,Old Chicopee / Roehampton,0,
43.449789,,-80.42437,3506,,,,Oldfield / Wendy,0,
43.42677,,-80.540918,3204,,,,Path To Hidden Creek,0,
43.476843,,-80.523278,2671,,,,University / Regina,0,
43.477823,,-80.520723,2670,,,,University / Weber,0,
43.47428,,-80.530581,2673,,,,University / Hemlock,0,
43.472251,,-80.536069,2675,,,,University / Phillip,0,
43.473264,,-80.533148,2674,,,,University / Sunview,0,
43.466181,,-80.540571,2677,,,,University / Ring Road Exit,0,
43.468418,,-80.539416,2676,,,,University / Seagram,0,
43.462177,,-80.539031,2679,,,,Westmount / Westcourt,0,
43.463858,,-80.540625,2678,,,,Westmount / University,0,
43.441969,,-80.514692,3220,,,,Victoria / Lawrence,0,
43.472228,,-80.579397,1111_merged_99830165,,,,Laurelwood / Beaver Crk. Rd.,0,
43.438399,,-80.486905,2929,,,,Stirling / Mill,0,
43.44152,,-80.484098,2928,,,,Stirling / Courtland,0,
43.447489,,-80.485914,2921,,,,Charles / Eby,0,
43.446425,,-80.483624,2920,,,,Charles / Cedar,0,
43.447073,,-80.485435,2923,,,,Charles / Eby,0,
43.448281,,-80.487773,2922,,,,Charles / Benton,0,
43.444364,,-80.479885,2925,,,,Charles / Pandora,0,
43.446282,,-80.483798,2924,,,,Charles / Cedar,0,
43.485143,,-80.529273,3711_merged_99830315,,place_SDS,,St. David C.S.S. 5,0,
43.403548,,-80.326418,1480_merged_99830053,,,,561 Hespeler Rd.,0,
43.438804,,-80.524318,3214,,,,Hazelglen / Mooregate,0,
43.440344,,-80.526432,3215,,,,Hazelglen / Chopin,0,
43.443346,,-80.523072,3216,,,,Chopin / Westmount,0,
43.441885,,-80.522465,3217,,,,Westmount / Karn,0,
43.434834,,-80.533159,3210,,,,Victoria / Oprington,0,
43.43764,,-80.525823,3212,,,,Victoria / Monte Carlo,0,
43.407668,,-80.389829,1637,,,,Gateway Park / Tu Lane,0,
43.408096,,-80.392468,1638,,,,Gateway Park / Sportsworld,0,
43.35701,,-80.313839,place_AST,,,,Ainslie Street Terminal,1,
43.424641,,-80.4952,2904,,,,Chandler / Bonfield,0,
43.439643,,-80.520308,3218,,,,Victoria / Westmount,0,
43.440585,,-80.517434,3219,,,,Victoria / Paulander,0,
43.445863,,-80.560152,1988,,,,Westvale / Edenvalley,0,
43.390371,,-80.40356,place_CCD,,,,Conestoga College Doon,1,
43.404695,,-80.310337,3547_merged_99830122,,,,180 Sheldon Dr.,0,
43.444879,,-80.506549,3222,,,,Victoria / West,0,
43.496504,,-80.515777,2815,,,,Path To Redfox,0,
43.497479,,-80.518478,2814,,,,Davenport / Kidsability,0,
43.493005,,-80.512391,2817,,,,Lexington / Davenport,0,
43.499146,,-80.525131,2811,,,,Davenport / Conestoga Mall,0,
43.501771,,-80.53064,2810,,,,Kraus / Northfield,0,
43.497047,,-80.520608,2813,,,,Davenport / Kingscourt,0,
43.497337,,-80.523265,2812,,,,Davenport / Kingscourt,0,
43.496575,,-80.507192,2819,,,,Lexington / Lee,0,
43.494813,,-80.509829,2818,,,,Lexington / Dunvegan,0,
43.433612,,-80.510273,3179,,,,Westmount / Queens,0,
43.435279,,-80.512546,3178,,,,Westmount / Overlea,0,
43.43605,,-80.528862,3170,,,,Fischer-Hallman / Victoria,0,
43.431864,,-80.524768,3173,,,,Highland / Fischer-Hallman,0,
43.433457,,-80.526856,3172,,,,Fischer-Hallman / Bankside,0,
43.43393,,-80.51939,3175,,,,Highland / Fieldgate,0,
43.433022,,-80.521893,3174,,,,Highland / Eagen,0,
43.424981,,-80.543959,3379,,,,Westheights / Highland,0,
43.422379,,-80.541754,3378,,,,Westheights / Blackwell,0,
43.42051,,-80.540397,3377,,,,Westheights / Broken Oak,0,
43.418651,,-80.537138,3376,,,,Westheights / Winding,0,
43.418046,,-80.534585,3375,,,,Driftwood / Westheights,0,
43.416549,,-80.534078,3374,,,,Driftwood / Royal Orchard,0,
43.4137,,-80.535409,3373,,,,Driftwood / Somerfield,0,
43.412888,,-80.539257,3371,,,,Driftwood / Yellow Birch,0,
43.490028,,-80.546104,1181,,,,Cedarbrae / Mount Anne,0,
43.395318,,-80.445544,1748,,,,Pioneer / Doon Village,0,
43.394278,,-80.448283,1749,,,,Pioneer / Perin,0,
43.394279,,-80.433663,1744,,place_PPZ,,Pioneer / Old Carriage,0,
43.393529,,-80.436893,1745,,,,Pioneer / Bechtel,0,
43.393656,,-80.43699,1746,,,,Pioneer / Bechtel,0,
43.39412,,-80.441715,1747,,,,Pioneer / Upper Canada,0,
43.39597,,-80.426078,1740,,,,Green Valley / Mill Park,0,
43.395539,,-80.428304,1741,,,,Green Valley / Arrowhead,0,
43.396105,,-80.429756,1742,,,,Green Valley / Pioneer,0,
43.395646,,-80.431637,1743,,,,Pioneer / Homer Watson,0,
43.478033,,-80.525668,1164,,,,Hickory / King,0,
43.476319,,-80.525075,1165,,,,King / University,0,
43.476025,,-80.525782,1166,,place_KUN,,University / King,0,
43.475513,,-80.528259,1167,,,,Laurier,0,
43.483953,,-80.535502,1160,,,,Hazel / Tamarack,0,
43.426644,,-80.527589,3308,,,,Elm Ridge / Queens,0,
43.478946,,-80.531039,1162,,place_WCI,,Waterloo C.I.,0,
43.477898,,-80.530219,1163,,,,Hazel / Hickory,0,
43.43283,,-80.496009,3101_merged_99830095,,,,Stirling / Lakeside Pk.,0,
43.425667,,-80.526447,3309,,,,Elm Ridge / Hillbrook,0,
43.47788,,-80.530034,1168,,,,Hazel / Hickory,0,
43.478331,,-80.530401,1169,,place_WCI,,Waterloo C.I. 2,0,
43.429657,,-80.520214,3304,,,,Queens / Eagen,0,
43.449246,,-80.49219,2554_merged_99830083,,place_CST,,Charles St. Terminal,0,
43.386304,,-80.297965,1366,,,,Robson / Burnett,0,
43.429216,,-80.522466,3305,,,,Queens / Overlea,0,
43.387126,,-80.295388,1367,,,,Cowan / Robson,0,
